Id,Label
0,024706
1,080344
2,076907
3,083941
4,009411
5,042086
6,038407
7,058986
8,004841
9,056006
10,021428
11,056632
12,095665
13,066647
14,088557
15,007828
16,084994
17,054582
18,054138
19,044410
20,099116
21,053761
22,006580
23,069938
24,062541
25,003661
27,054118
28,050316
29,089356
30,021192
31,059331
32,059450
33,067848
35,013351
36,066894
37,006881
39,071302
40,097217
41,052385
42,098527
44,059306
45,064475
46,014526
47,063896
48,029200
52,084949
53,035741
54,019666
55,069221
56,057080
58,013920
59,078730
60,067574
61,005395
63,014301
64,022763
65,051143
66,020229
67,017480
68,079296
69,006620
70,011779
71,095939
72,084698
73,074004
74,013830
75,058318
76,022239
77,015142
78,004865
79,026180
80,052824
81,071258
83,036130
85,052031
86,010137
87,023676
88,071053
89,051419
91,002915
92,062707
94,043738
95,087774
96,006414
97,042119
98,006380
99,072081
100,096197
101,062873
102,001577
103,093370
104,041982
105,034194
106,082056
107,051060
108,016827
110,083519
112,012338
113,088780
114,004466
115,009139
116,026210
117,035304
118,055948
119,075020
120,073708
121,036570
122,012760
123,069318
124,088812
125,006142
126,072386
127,044209
128,056491
130,023634
131,011382
132,081919
134,072946
135,088763
136,006698
138,019198
139,000478
141,002050
142,002538
143,030954
144,009203
145,019602
146,075907
147,079318
149,056427
150,087507
151,095940
152,077268
153,091295
154,004359
155,019854
156,028381
157,076094
158,035856
159,054804
160,025930
161,040053
162,058374
163,027319
164,077189
165,092765
166,062793
167,024244
168,023076
169,001186
170,069891
171,030267
172,028294
173,032831
175,027354
176,059249
177,002393
178,036946
179,044849
180,049167
181,068089
182,078370
183,044021
184,054508
185,065464
186,042108
188,018943
189,070951
190,086651
191,054834
192,083789
193,057430
195,037504
196,021586
198,065017
199,040562
200,022607
201,095153
202,038379
203,020328
204,078589
205,023201
206,079427
207,039841
208,064224
209,010938
210,086478
211,050547
212,043316
213,030551
214,067446
215,048820
216,068750
217,043093
218,057226
220,066937
221,030184
222,000425
223,091447
224,076712
225,017455
226,059035
227,006664
229,058445
231,095809
232,034546
233,026767
234,090823
235,032069
236,053430
238,060279
239,004526
240,068590
241,057910
242,098298
243,044245
245,014852
246,075540
247,075362
248,065352
249,016411
250,044184
251,049557
252,007491
253,069917
254,003155
256,039685
257,049031
258,011508
259,092897
261,067923
262,017357
263,006512
264,050952
265,024963
266,011964
267,029885
268,026125
270,074431
271,013555
272,066541
273,008822
274,046941
275,019672
276,009006
277,027043
278,087197
279,099053
280,091689
281,023543
282,092588
283,031073
284,085767
285,091155
286,033813
287,078167
288,028624
289,026463
290,072141
292,057965
294,018696
295,066870
296,034691
297,089380
299,017464
300,079817
301,091523
302,028213
303,009870
304,017125
306,076469
307,065612
308,018448
309,087210
310,004584
311,046312
312,077789
313,093953
314,018547
315,007867
316,040774
317,001136
318,023292
319,062726
320,069648
321,096972
323,029203
324,072589
325,004709
326,086597
327,087524
328,026783
329,022903
331,070326
332,028337
333,090550
335,002263
336,017167
337,008375
338,046010
339,003447
340,029108
341,029594
342,017510
343,010821
344,056802
345,025950
346,007855
347,051395
348,084336
349,071718
350,002546
351,060142
352,075102
354,021151
355,069810
356,035947
357,073093
358,055844
359,079729
360,020540
361,019636
362,074952
363,061004
364,008292
365,088640
366,004420
367,007098
369,025592
370,077596
371,008662
373,069783
374,079792
375,045597
376,092094
377,060847
378,083109
379,027340
380,007123
381,049134
382,033515
384,097668
385,004579
386,069818
388,094113
389,040536
390,088393
391,079699
392,046065
394,076992
395,023831
396,074513
397,043467
398,086860
399,066423
400,084835
401,031731
403,038238
404,044444
405,060515
406,084688
407,018133
409,099671
410,094886
411,040098
412,016793
413,087861
414,039528
415,008408
416,029636
417,091930
418,057960
419,024461
421,012537
422,037001
423,044856
424,010349
425,019673
426,061074
427,032689
428,036378
429,083615
430,086699
431,091665
432,028173
433,095121
434,075797
435,018061
437,065904
438,064286
439,078840
440,013540
441,062423
442,070474
443,054616
444,010840
445,099330
446,070178
447,022286
448,076636
450,056612
451,021144
453,096986
454,092109
455,064967
456,033142
457,061881
458,086992
459,079356
460,042196
461,096754
462,004790
463,098291
464,076744
465,089520
466,084748
468,027950
470,023575
472,045545
473,047591
475,050041
476,055369
477,069014
479,000330
480,049679
481,017964
482,043412
483,080285
484,002839
485,034524
486,095346
487,017817
488,022596
489,095206
490,082695
491,023646
492,059676
493,032871
495,056561
496,037955
497,095313
498,060501
499,049422
500,031353
501,032588
503,066972
504,054280
505,063902
506,058524
507,070311
511,017144
512,018056
513,015355
515,063581
516,023334
517,023894
519,092512
520,046263
521,014183
522,092356
523,086800
525,053023
526,018738
527,079861
528,093142
529,006949
530,081866
531,004967
533,005080
534,086428
536,080650
537,096621
539,003645
540,068112
541,069730
542,026877
543,003040
544,081183
545,047210
549,092523
550,023712
551,050155
552,070284
553,069609
554,028776
556,054969
558,046161
559,088383
560,037271
561,043605
562,053106
563,032982
564,048042
565,075835
566,056742
567,021500
570,022954
572,048790
574,024534
575,082057
576,003162
577,003804
579,032215
580,039123
581,071163
582,075694
584,092534
585,065656
587,054570
588,096084
589,089972
590,085389
591,074224
592,075670
593,018576
594,012013
597,087097
598,088702
601,029442
602,093640
603,023326
604,000817
606,013370
607,090317
609,029517
610,025633
611,016700
612,043624
613,023340
614,001068
617,026007
618,035954
619,034573
620,023507
621,057510
622,095896
623,070557
624,027022
626,078774
627,037554
628,071576
629,097375
630,018581
631,042744
632,037905
633,003987
634,055386
635,070291
636,092381
639,047370
640,007205
641,068317
642,017439
643,085600
644,022993
645,075775
646,012085
647,096352
648,002882
649,039955
650,072548
651,008939
652,063733
653,027079
654,078613
655,028904
656,008024
657,017350
658,086397
659,073075
660,046845
661,030310
662,055574
663,099467
664,015729
665,027716
666,078246
667,069578
668,024682
669,043431
670,081525
671,034794
672,048590
673,073197
675,069992
676,092246
677,073271
678,017427
679,049269
680,066328
681,025440
682,014813
683,004429
684,015678
686,053783
687,020291
688,085478
690,022515
691,047105
692,053037
693,084984
694,057526
695,049130
698,048445
699,064421
700,011312
702,026828
703,096856
704,019095
705,044387
706,004073
707,052570
708,006444
709,007489
710,098449
711,025027
713,098394
714,040614
715,047448
716,012617
717,057795
718,009663
719,067494
720,012700
721,031001
722,009770
724,096301
726,071761
727,055823
728,056478
729,090026
730,010304
731,048064
732,041280
733,026314
734,099551
735,011013
736,001195
737,041392
738,004140
739,034849
740,074849
741,024566
744,087728
745,023402
746,092330
747,053636
748,056849
749,072842
750,089134
751,042056
752,019373
753,002897
754,032272
755,097152
756,031285
758,089218
760,048994
761,020845
762,052598
763,033359
764,062103
765,088684
766,020276
767,092871
768,074808
770,086227
771,073422
772,061886
773,022494
774,067108
775,011605
776,007385
777,009492
778,056514
780,027380
781,076988
782,076924
783,041173
784,086850
786,010796
787,078660
788,058337
789,096161
790,040827
791,008514
792,018197
793,072198
794,071707
795,079862
796,070195
797,042788
798,009298
800,016268
801,085208
802,052546
803,025460
804,088593
805,075050
806,017201
807,016774
808,027479
810,009996
811,023113
812,096383
813,098212
814,056323
818,035058
820,096520
821,096392
823,012134
824,000830
825,073081
826,003486
828,071753
829,072360
831,058224
832,028438
833,076569
834,094324
835,004990
836,004012
837,096742
838,091359
839,068784
840,046621
841,006535
842,071746
843,066485
844,053439
845,011953
846,070221
847,028820
848,079624
849,080100
850,043116
852,028630
853,089839
855,070887
856,092778
858,083872
859,077598
860,075601
861,048902
863,049694
864,074800
865,057747
866,001106
867,046785
868,061741
869,079415
870,089900
871,058025
872,023632
873,062032
874,035457
875,008302
876,003322
877,031468
878,023059
879,040292
880,024683
881,071596
882,027616
883,065861
884,080961
885,001066
887,003049
888,001971
889,049052
893,040431
894,070553
895,050280
896,069842
897,076093
899,025841
900,050282
901,026143
902,040557
903,038057
904,035611
905,015816
906,069098
907,089145
908,093332
909,038142
910,090369
911,099797
912,063489
913,069261
915,087152
916,050158
917,097458
918,090554
919,017253
921,018642
922,079281
923,029827
924,097078
925,015321
926,026164
927,002559
928,079873
929,001705
930,058223
932,007565
933,052323
934,022496
936,085788
937,039257
939,064294
940,011442
941,017503
942,088040
943,058974
945,086233
946,054559
947,069071
948,026514
949,003048
950,064506
951,050556
952,043308
953,051301
954,060143
955,091279
956,036842
957,080310
958,067582
960,098505
961,013299
962,059286
964,081865
965,001104
966,010391
967,032533
968,021783
969,085814
970,006821
971,085266
972,095593
973,080855
974,033470
975,000717
976,037121
977,081941
978,082217
979,031939
980,019028
981,051058
982,091280
983,016612
984,097686
985,067068
986,066088
987,018396
988,030699
989,033414
990,095769
991,018326
993,073003
994,043477
995,075343
996,087165
997,049832
998,062805
999,073997
1000,041273
1001,020282
1003,086969
1004,071336
1005,073680
1006,052867
1007,037693
1008,068952
1009,017277
1010,073951
1012,074614
1013,067817
1014,099844
1015,093898
1016,032002
1017,051164
1018,065769
1020,019629
1021,058787
1023,020606
1024,010009
1026,055194
1027,098705
1028,047424
1029,046618
1031,006634
1032,068689
1033,062387
1034,024322
1035,035547
1036,043179
1037,094103
1038,002055
1039,081760
1040,080167
1041,061240
1042,015602
1043,049375
1044,063697
1045,023426
1046,046229
1047,006192
1048,073896
1050,043749
1051,091495
1053,027681
1054,054433
1055,003955
1056,060602
1058,091063
1059,028684
1060,054892
1061,000594
1062,038090
1063,099672
1064,056672
1065,005602
1066,088740
1067,066909
1068,074349
1069,011393
1071,093845
1073,068057
1074,070842
1075,050707
1076,050132
1077,041580
1079,071571
1081,095820
1082,017009
1083,095667
1084,052895
1085,047991
1086,074250
1087,033617
1089,026137
1091,032705
1092,004167
1093,047277
1094,017592
1096,081698
1097,072584
